logFC AveExpr t P.Value adj.P.Val B
EIF5 -0.0618263181305761 8.38685782997593 -2.184291725193 0.0293677597533394 0.999745836587528 -3.85865993600747
WASF3 -0.0652176173527294 5.28492135621111 -2.18022068143066 0.0296697210028275 0.999745836587528 -3.86706693377784
IFI35 0.0839657236166577 7.74426021097037 2.17810144111129 0.0298279682107404 0.999745836587528 -3.87143722292392
IFIT3 0.165480398878652 8.58293726386482 2.17608569805806 0.0299791617954698 0.999745836587528 -3.87559020806744
ITGA2B -0.108824822521979 7.24489523158148 -2.17253514624607 0.0302470826223544 0.999745836587528 -3.88289613904896
MPHOSPH8 -0.0392855955082338 7.64588564315556 -2.17239506007341 0.0302576955447652 0.999745836587528 -3.88318415258801
ABL1 0.0349229335165281 6.56608014416481 2.16992308373322 0.0304455008827547 0.999745836587528 -3.88826347156082
PNOC -0.0496994390012357 5.84066836292037 -2.1690499400877 0.0305120764342748 0.999745836587528 -3.89005621529781
UBE2L6 0.0791925734083139 9.74605272715 2.1614682775028 0.0310954537989079 0.999745836587528 -3.90559314107799
ANAPC5 -0.0414562891452374 9.08165054492778 -2.15889190273452 0.0312958683617409 0.999745836587528 -3.91086068312707
ZW10 0.0374600108770701 6.46134377725741 2.15364070456422 0.0317077988367111 0.999745836587528 -3.92157794497412
SMOX -0.0947886311429437 7.24970000429444 -2.14539909066472 0.0323637119851041 0.999745836587528 -3.93834670245695
TMOD1 -0.126144720395864 7.02011472205741 -2.13797057257442 0.0329648694649383 0.999745836587528 -3.9534069745004
GP9 -0.114251125069554 8.03951135893704 -2.13516978487927 0.0331940004169104 0.999745836587528 -3.95907185305449
SRSF8 -0.049540293341935 7.88645058110556 -2.12686623855022 0.0338813581731936 0.999745836587528 -3.97582373676985
TGFBR3 0.0849590525069157 7.42368815272037 2.11237832205502 0.0351098854133117 0.999745836587528 -4.00489858967286
ID3 -0.0647830864881109 6.51877705276296 -2.10627546053451 0.0356386908447484 0.999745836587528 -4.01708755154503
ALKBH1 0.0326299102489045 6.08985694025741 2.10345428015353 0.0358854361939426 0.999745836587528 -4.02271044705797
ACYP1 -0.0481811520741928 5.94728437954074 -2.10291209817256 0.0359330233525166 0.999745836587528 -4.02379022139123
GNG11 -0.094615803061941 8.72226119167407 -2.09935756974019 0.0362463416955062 0.999745836587528 -4.03086241081281
AGER -0.0431088598920243 6.52735953112222 -2.08966564677983 0.0371125362886239 0.999745836587528 -4.05008596829697
ACO1 0.0326310389191064 6.62032234578519 2.07402892769148 0.0385472810138498 0.999745836587528 -4.08091638863882
PROS1 -0.0802288626777846 6.01584580171482 -2.07336463825362 0.038609265345058 0.999745836587528 -4.0822211038721
DUSP11 -0.0306723105651965 7.54713821323519 -2.07292612800957 0.0386502289180479 0.999745836587528 -4.08308214626445
ZNF274 -0.0347497607049397 7.2686798662 -2.07213187807053 0.0387245183161746 0.999745836587528 -4.08464124981849
SEC31B 0.0429752251465238 6.01653443045556 2.06650919951602 0.0392539172409534 0.999745836587528 -4.09566169689624
RBM6 -0.0453652683395982 7.60654622108519 -2.06385363089853 0.0395060851055831 0.999745836587528 -4.10085636911174
MMRN1 -0.0573795996903463 5.62647767268148 -2.06062332218009 0.039814686841794 0.999745836587528 -4.10716645716771
GPX4 -0.0682240839417889 9.59110183236482 -2.03807752584403 0.0420261889678589 0.999745836587528 -4.15093662773716
DPYD 0.0618874377103117 7.64066445484444 2.037496552204 0.0420845270456406 0.999745836587528 -4.15205826140168
VCL -0.0548435421657138 9.8403628448463 -2.03453458424998 0.0423830203340143 0.999745836587528 -4.15777177489791
SHOC2 0.0569330821770729 7.48631181015741 2.02952300731088 0.0428921531782995 0.999745836587528 -4.16742026915784
EPB41L3 0.0583543567634824 7.02986881304815 2.02579314129013 0.0432744320959807 0.999745836587528 -4.17458595864437
IFIT2 0.109308247131677 9.51001949889259 2.0257650734375 0.0432773197156193 0.999745836587528 -4.17463983244809
ANK3 0.0481245085406411 5.7219255653 2.02559813236178 0.0432944979807985 0.999745836587528 -4.17496024615333
GZMA 0.0955999938490271 8.60057070162963 2.02260883099818 0.0436030768806266 0.999745836587528 -4.18069327879525
ZMYM3 0.0425936508751925 5.8978639032537 2.02185126630174 0.0436815737931888 0.999745836587528 -4.18214485082616
NFKBIE 0.0400703743349343 6.57287100126296 2.00691459665323 0.0452538849759217 0.999745836587528 -4.21065571589346
SEC22B 0.0366694194661671 7.66840492997963 2.00098346001543 0.0458913642790918 0.999745836587528 -4.22191923433275
GNB5 -0.0502636326052429 6.49201362106296 -1.99744326866557 0.0462754672282328 0.999745836587528 -4.22862658667033
JAM3 -0.076814610514634 6.81852833485741 -1.99253191500609 0.0468128303343559 0.999745836587528 -4.23791241548102
ALOX12 -0.0671592755391014 6.3262093204537 -1.99139425569248 0.0469380526958781 0.999745836587528 -4.24006016092937
URB2 0.032518477864935 5.7702030697963 1.99113059322361 0.0469671143720934 0.999745836587528 -4.24055774724503
NRGN -0.0881754049541499 9.32951582114815 -1.99067678464236 0.0470171700768124 0.999745836587528 -4.24141402716124
HDC -0.10311594792812 7.00464852774815 -1.98647176530251 0.0474831335081024 0.999745836587528 -4.24933922878299
LIPC 0.0533358737872037 5.08694700010556 1.98484946454279 0.0476639405442194 0.999745836587528 -4.25239236744092
ITGB5 -0.074666481900209 7.13887734243519 -1.98152342478451 0.0480364460382816 0.999745836587528 -4.25864422793143
CRKL -0.0334047582415323 8.78528498013333 -1.9811837257068 0.0480746289008143 0.999745836587528 -4.25928216918968
LGALS8 0.0553902211690463 7.60664830183333 1.97786199990858 0.0484493469734791 0.999745836587528 -4.26551455984396
COPS3 -0.0465521685862791 8.44125866127037 -1.97011154364418 0.0493332367520404 0.999745836587528 -4.28001629804612
SLC1A7 0.0782055930749327 5.28529585464259 1.96930510434355 0.0494259803605328 0.999745836587528 -4.2815219902369
SNCA -0.120835076000015 10.2144577956278 -1.96731153161253 0.0496558784966275 0.999745836587528 -4.28524155726212
SP100 0.0446143532333062 7.68259477486481 1.96267464997817 0.0501940825726059 0.999745836587528 -4.29387859967827
ANKRD6 -0.0340057552029061 5.80172277912407 -1.95639340125034 0.0509309609972718 0.999745836587528 -4.3055465514438
TDRD7 0.0488756704277041 7.25644768093333 1.95562902825165 0.0510212496053757 0.999745836587528 -4.30696392387186
DUSP2 0.0704624705614556 6.17354270203704 1.95384232414448 0.0512328215089365 0.999745836587528 -4.31027487007938
GPR65 0.0741984358008903 7.49900739645 1.95296315777748 0.0513371977506476 0.999745836587528 -4.3119029609469
SASH1 0.049368343853867 5.94632618938889 1.95227283486733 0.051419279204853 0.999745836587528 -4.31318083456829
RIN2 0.0460534390422881 6.43678363745556 1.9468482304986 0.0520681223460457 0.999745836587528 -4.32320695782655
RCBTB2 0.0534583958011238 7.90598077833333 1.94250352148685 0.0525927380650423 0.999745836587528 -4.3312173169563
SLC25A11 0.0360480615779669 6.59643049398704 1.94108036845669 0.0527655416945247 0.999745836587528 -4.33383735553993
IRF5 0.0942566360118293 7.3715460122463 1.93887668087171 0.05303405898064 0.999745836587528 -4.33789063166429
LY6E 0.12244830039427 8.55113835217222 1.93820544358886 0.0531160757406416 0.999745836587528 -4.33912434697899
TDP2 0.0540140479456268 6.62969646609444 1.93715537570783 0.0532445939642804 0.999745836587528 -4.34105349778096
TRIM38 0.0589514290091439 7.62343820452407 1.93609060427521 0.0533751776296273 0.999745836587528 -4.34300860930422
EIF4EBP2 0.0452916871498207 8.52695557036296 1.93582865804512 0.053407343817283 0.999745836587528 -4.34348942722686
FEZ2 0.0508259540446231 7.47738923583704 1.93464413821607 0.0535530019539597 0.999745836587528 -4.34566288339
MX1 0.141957432096026 9.61508842486296 1.92616310213495 0.0546056451333862 0.999745836587528 -4.36118629175961
PPM1F -0.0843852947616493 9.34674070985185 -1.92263026209027 0.0550492093702762 0.999745836587528 -4.36763284972816
MT1X 0.0582831697115329 7.21791003061667 1.91852220378005 0.0555687785944544 0.999745836587528 -4.37511436702418
RPS6KA4 0.0442844703495505 6.87486117245556 1.91775448936926 0.0556663287326229 0.999745836587528 -4.37651076413658
TAB2 0.0424105177393095 6.74685486164444 1.9176688048526 0.0556772251616616 0.999745836587528 -4.37666658167538
HOPX 0.0769483826975001 7.28476650277593 1.91766069978264 0.0556782559689384 0.999745836587528 -4.37668132041292
CAT -0.0725760946731245 9.08193125223704 -1.91744160084485 0.0557061271342735 0.999745836587528 -4.37707971958254
GADD45B 0.04548525755337 6.96907853621481 1.91710637994472 0.0557487925138526 0.999745836587528 -4.37768918258607
PTPRN2 0.0605802850996557 5.89375141059074 1.91677770382451 0.055790651403293 0.999745836587528 -4.37828664456316
CAND1 0.0463434620293769 6.52906849061852 1.91654483215699 0.0558203249043055 0.999745836587528 -4.37870989367215
CTDSPL -0.0674066347245296 6.89475487278704 -1.9149800701203 0.0560200556357031 0.999745836587528 -4.38155256634925
SERTAD2 -0.0481757843415084 8.49784448693704 -1.91486511352268 0.0560347525303194 0.999745836587528 -4.38176131549079
FASLG 0.0501207408265815 5.87363791282222 1.91359955321908 0.0561967639932741 0.999745836587528 -4.38405862369463
SH2D1A 0.0634296975105694 7.19633046241852 1.91090536875129 0.0565429644122918 0.999745836587528 -4.38894425431105
CREB5 0.0909298916247002 8.61964748147593 1.9058302415913 0.057199949184098 0.999745836587528 -4.39812904835996
STK38L 0.0329097506541279 6.73377579523704 1.90236824632072 0.0576517541114769 0.999745836587528 -4.40438063138293
PSMC4 -0.0463436716924039 7.11304587002407 -1.89987924505349 0.0579784142849697 0.999745836587528 -4.40886828032404
SUPT6H 0.032851648819907 6.90606841077407 1.89302968332638 0.0588853319248814 0.999745836587528 -4.4211880706446
H2AFZ -0.0412631060041981 9.46011697431481 -1.89239955111239 0.0589693547294686 0.999745836587528 -4.42231923765165
UCP2 -0.088666163667413 9.43788968351481 -1.88801012856896 0.0595574202146378 0.999745836587528 -4.43018850075128
COQ2 0.0424152826134049 6.70048414416481 1.8826677333538 0.0602797330516411 0.999745836587528 -4.43974191334411
AIM2 0.0735040421298524 6.80138660251667 1.88167898475326 0.0604142111722105 0.999745836587528 -4.44150709139001
ABCA2 0.0451365609459871 6.28013275987778 1.8809920872656 0.0605077817195034 0.999745836587528 -4.44273284681389
SCARB2 0.0494105407965581 7.66892860573889 1.87873546298967 0.0608160317774191 0.999745836587528 -4.44675664208677
IGF1R -0.0602524333311868 7.29140446308889 -1.87814024077424 0.0608975549628441 0.999745836587528 -4.44781719090292
P2RY2 0.0464034754567308 5.85585457537407 1.87367620126877 0.061511859430723 0.999745836587528 -4.45576051373741
KLRB1 0.0861896496045277 8.77325646205185 1.86797314707438 0.0623041430010045 0.999745836587528 -4.46588141129586
STAT1 0.0795705594099466 9.9271595553537 1.86531468534682 0.0626763460865078 0.999745836587528 -4.47058883552649
BLK -0.0614834649458312 6.55180127435741 -1.86064568122694 0.0633345010963874 0.999745836587528 -4.47884038114987
PML 0.0446949081408449 6.53184722397963 1.85867654017513 0.063613788194743 0.999745836587528 -4.48231433250131
RBM4B -0.027729945848439 7.01403968593148 -1.85536081841674 0.0640863683541831 0.999745836587528 -4.48815571464236
HIVEP1 -0.0288058514614722 6.62141170601481 -1.85374150399542 0.0643182188559028 0.999745836587528 -4.49100475690427
2-Mar -0.0635867004521986 8.18766306222407 -1.8535676506583 0.0643431520838153 0.999745836587528 -4.49131049073334
LTA4H -0.0620728552013617 9.71875947751482 -1.85332628052799 0.0643777815168753 0.999745836587528 -4.49173491087411
MDM1 -0.0333049832900714 6.20880564858148 -1.84811089505972 0.0651298099542371 0.999745836587528 -4.50089221208701
IKBKB -0.0318473550984871 7.65521248337963 -1.84734715551049 0.0652405442835764 0.999745836587528 -4.50223106684933
KIAA0040 0.0402166394287842 7.22362642743519 1.84528149205945 0.0655408243623453 0.999745836587528 -4.50584949087465
SYVN1 -0.0348731865814643 7.50860457466667 -1.84488527225913 0.0655985522014743 0.999745836587528 -4.50654309266911
SNTA1 0.0331534392805995 5.57210697742963 1.84344052259432 0.0658094033540307 0.999745836587528 -4.50907095107491
CAPN2 0.0329657292364803 7.04423615469074 1.83728314297555 0.066714320245213 0.999745836587528 -4.51982251535667
IFI16 0.0580177882479543 8.9494339582463 1.8370672502238 0.0667462343637719 0.999745836587528 -4.52019884714423
LRPAP1 0.0369141922509057 7.24802074613519 1.83331485200223 0.0673029452195034 0.999745836587528 -4.52673283816051
DICER1 -0.0464901429726019 8.45956009889444 -1.83113707855243 0.0676277961859199 0.999745836587528 -4.53051891228371
KDM4C -0.0292685766130583 6.2966667364 -1.82935041835066 0.0678952710769616 0.999745836587528 -4.5336217161046
FBXO7 -0.0783522076940357 10.52302011305 -1.82656976895611 0.068313287896518 0.999745836587528 -4.53844478334761
CD226 0.0464124496637027 6.54129615393889 1.82514190385043 0.0685287628880979 0.999745836587528 -4.54091861668396
KLHL18 0.0314103415733678 6.30556181187037 1.82160947603556 0.0690642393256072 0.999745836587528 -4.54703048177407
SACS 0.038090847247088 6.08540062838519 1.82064409615541 0.0692111783116465 0.999745836587528 -4.54869876411334
SERPINB2 -0.0534478796847145 5.60887592261482 -1.81933622441161 0.0694106580825751 0.999745836587528 -4.55095751724688
NUDCD3 0.0271044594140987 6.85594995528519 1.81385769049834 0.0702514091872542 0.999745836587528 -4.56040177370698
SASH3 0.0392255731659646 8.7654416324537 1.81046345352188 0.0707764893097534 0.999745836587528 -4.56623887291721
PTGS1 -0.0746381793138326 7.99372932255741 -1.81005725791616 0.0708395424382816 0.999745836587528 -4.56693668780423
METTL1 0.0405135249633966 5.32154709087222 1.80442068305124 0.07171927670585 0.999745836587528 -4.57660395944797
HBA2 -0.108762007721475 13.4600769723 -1.80303514372073 0.0719368950701595 0.999745836587528 -4.57897573453449
COBLL1 -0.0518727252449454 6.40526731882222 -1.79458192967424 0.0732763677848635 0.999745836587528 -4.59340702477137
PSMA4 0.0468797397181887 8.58042329534444 1.79016876958605 0.073983752808644 0.999745836587528 -4.6009145403256
PIGB -0.0534082928696422 7.48962040115556 -1.78999096336199 0.0740123702529946 0.999745836587528 -4.60121663551724
TNFRSF13B -0.0551959355010968 5.85367540800556 -1.78962977989483 0.0740705297182126 0.999745836587528 -4.60183019988701
BLVRA 0.0458880270471351 6.76668843985185 1.78755556130991 0.0744052558496478 0.999745836587528 -4.60535143353336
ATP9B 0.0281515049929844 6.19107576682037 1.78626249510125 0.0746145502925853 0.999745836587528 -4.60754452675373
RAB28 -0.0257026415938774 6.1300646729037 -1.78576873380624 0.0746945971518832 0.999745836587528 -4.608381552543
CCDC57 -0.0247269128117327 6.11809954395 -1.7828344871484 0.0751717392346333 0.999745836587528 -4.61335098191653
KCNJ15 0.0848977427331428 7.70466298854444 1.7813894316163 0.0754076372911606 0.999745836587528 -4.61579535594327
MAD2L1 0.0385779864619501 5.43717564522593 1.77925775763119 0.0757567282770688 0.999745836587528 -4.6193976003403
TSC22D3 -0.0526992004782685 10.451495626587 -1.77745532255566 0.0760529326442188 0.999745836587528 -4.62244015042546
CXCL5 -0.0677265888217213 6.10320006201111 -1.77659175492212 0.0761951829300942 0.999745836587528 -4.62389679217267
PRPS1 -0.0398105451597453 7.28428196833889 -1.77299455972077 0.0767900702412661 0.999745836587528 -4.62995691684515
FCER2 -0.0683817828034393 6.6301060623 -1.76857928935402 0.0775254312553889 0.999745836587528 -4.63737864838153
ARAP2 0.0401720911161939 6.73985098685 1.76564938097952 0.0780165735872008 0.999745836587528 -4.64229350825479
C5orf30 -0.0272852137417072 5.70681575431296 -1.76550477300092 0.0780408799475349 0.999745836587528 -4.64253587660759
EIF4E2 0.0286522718072983 7.56946112130185 1.76094921613355 0.0788097691592308 0.999745836587528 -4.65016111757876
ATG12 0.0386935022913105 7.86100224185185 1.76007695755683 0.0789576920498774 0.999745836587528 -4.65161891220987
F12 -0.0414024723269372 5.64790303287222 -1.75917949572483 0.0791101253686456 0.999745836587528 -4.65311808379158
BCAP31 -0.0333641184589466 8.84155703462222 -1.75479368915431 0.0798585077800898 0.999745836587528 -4.66043351760424
KAT7 0.024766945470534 6.59722154598519 1.75210180602232 0.0803206941817617 0.999745836587528 -4.66491458565613
SIAH1 -0.0417395011102632 7.51545828064815 -1.75036293970661 0.0806204078689913 0.999745836587528 -4.66780559134834
HIP1 0.0645432529864629 6.75595528486296 1.74587335549291 0.0813984527077342 0.999745836587528 -4.67525676953221
WIPF2 0.0316519380664991 6.48726437734259 1.74513824148954 0.0815264282082818 0.999745836587528 -4.67647500612443
IL2RG 0.0377844785515952 7.35959171155556 1.74423754235844 0.0816834534436269 0.999745836587528 -4.67796696041025
CPA3 -0.0672531337685314 5.97718257076111 -1.73972946782455 0.0824730793980461 0.999745836587528 -4.68542287628052
TOX4 0.0380902522465877 6.89716837187963 1.73573898983968 0.0831772112043704 0.999745836587528 -4.69200682532007
CSE1L 0.0363304751797035 7.60219663426852 1.73568091048242 0.0831874954262416 0.999745836587528 -4.69210254098021
CDC14B -0.0382862626695359 6.31830965859074 -1.73542941350717 0.0832320403940944 0.999745836587528 -4.69251697526802
SMAD2 0.0241530831206961 6.63843953033704 1.72197769209585 0.0856429754101786 0.999745836587528 -4.71459715519438
RBM5 -0.0355980306160905 9.34134851116852 -1.71770641795091 0.0864202440179512 0.999745836587528 -4.72157266112623
LARS2 0.0241092689433876 5.93152146694815 1.71475412950007 0.0869608207758309 0.999745836587528 -4.72638409348084
SEC14L5 -0.0563964641513581 5.72719310513704 -1.71359652562649 0.0871735286590002 0.999745836587528 -4.72826844152677
LAG3 0.0648327339125382 6.20345911862407 1.7126710454137 0.0873438868945185 0.999745836587528 -4.72977403353621
ABCD3 0.0259220502874907 6.36111297856481 1.71142498913118 0.087573680733382 0.999745836587528 -4.73179987558228
RIOK3 -0.0824070983483219 9.32101001186111 -1.71064229312619 0.0877182730246548 0.999745836587528 -4.73307163961349
MAX -0.0392235008392685 7.54970389836667 -1.70981459778521 0.0878713883351488 0.999745836587528 -4.73441589505372
PLA2G16 0.0558002277660288 6.35562727000556 1.70914831421363 0.0879948010627632 0.999745836587528 -4.73549753518748
AIM1 0.0399441756685991 7.01715326792037 1.70776876729605 0.0882507739132756 0.999745836587528 -4.73773575700575
RPS6KA5 -0.0480146052157793 7.39866285811296 -1.70612987092445 0.0885556506803048 0.999745836587528 -4.74039243316689
CCDC130 -0.0539042290275331 8.59214550630556 -1.70398341680995 0.088956233115235 0.999745836587528 -4.74386805323746
AGAP1 0.0473239203300812 5.4683112494963 1.70134068485993 0.0894514429437134 0.999745836587528 -4.74814132235047
ACACA 0.0310091283409342 6.35172311853333 1.70047073489886 0.0896149452037473 0.999745836587528 -4.74954658713808
PABPC4 -0.0391368087033896 7.87644425983519 -1.69933373655428 0.0898290014040935 0.999745836587528 -4.75138215426626
GZMB 0.0944125517033242 8.25472782371111 1.69709454871031 0.0902517673123462 0.999745836587528 -4.75499354311096
DPH2 -0.0375226224612474 7.01374081662037 -1.69680021131133 0.0903074583631909 0.999745836587528 -4.75546790378506
VAMP5 0.0499285079994542 7.71060492987407 1.69535967378743 0.0905804199444313 0.999745836587528 -4.75778833232849
ABCE1 0.0443200518125792 6.94677357864444 1.69502259382523 0.0906443878446707 0.999745836587528 -4.75833102183604
PBX3 -0.033402915383165 6.94378429456667 -1.69388865467203 0.0908598437817918 0.999745836587528 -4.76015584944556
ZNF211 -0.0291076098794802 6.69878995842593 -1.69345989444705 0.0909414185889746 0.999745836587528 -4.76084553079006
KIF5C 0.0367860511795049 5.87396333774444 1.69331136021093 0.0909696920971028 0.999745836587528 -4.76108441494736
CUL4B 0.0277229552808853 6.96172134389815 1.69322015554717 0.0909870564269968 0.999745836587528 -4.76123108701776
BRCA1 0.0289057212166832 5.76743139700926 1.69126381248324 0.0913601658214597 0.999745836587528 -4.76437532649846
RPS6KA2 -0.0325360117081271 5.93465775785 -1.69080196525941 0.0914484279995476 0.999745836587528 -4.76511708398064
ZNF142 0.0299890295946384 6.6078533003963 1.68104275444393 0.093329602088288 0.999745836587528 -4.7807441759974
QRICH1 -0.0349137768026643 8.23317888348333 -1.67995161129693 0.0935418509769171 0.999745836587528 -4.78248582505643
ABCB1 0.0398463962575799 6.29214667773519 1.6777532948414 0.0939706460725896 0.999745836587528 -4.7859913129643
ERH 0.0380755476959133 8.09133057114815 1.67517251386104 0.0944760586425725 0.999745836587528 -4.79010089362231
ELOVL6 0.0488439906908899 5.71755066632593 1.6726531103516 0.0949715564359403 0.999745836587528 -4.7941067012723
SH3BP2 0.0308297209965436 7.00970963034074 1.67192952608892 0.0951142509387931 0.999745836587528 -4.79525608513936
CLDND1 0.0384053170840647 8.1053325096537 1.6716585683976 0.0951677294746369 0.999745836587528 -4.79568636368522
ZBED4 -0.0241480916309942 6.37002319477593 -1.6703565762991 0.0954250387471472 0.999745836587528 -4.79775295400476
OTUB1 0.0335521404265812 6.85862455529444 1.66759789380908 0.0959720757585778 0.999745836587528 -4.80212641646543
PPIH 0.035012388083408 6.72026691489444 1.66591098789135 0.0963078215011757 0.999745836587528 -4.80479721993788
CEBPG 0.0312137715752212 7.06800466048704 1.66456095505054 0.0965771975887853 0.999745836587528 -4.8069327406181
SETD1B -0.0293011204690371 7.20840223513519 -1.66311810877133 0.096865760818704 0.999745836587528 -4.80921318266376
JAK2 0.0376140345522872 7.24748193947778 1.66009245088328 0.0974731249410868 0.999745836587528 -4.8139889307405
